id;tweetid;guid;link;author;title;description;pubdate;source;favorite_count;retweet_count;lang;quoted_text;tweet_type;in_reply_to_screen_name;in_reply_to_user_id;in_reply_to_status_id;retweeted_screen_name;retweeted_user_id;retweeted_status_id;user_id;profile_image_url;user_statuses_count;user_friends_count;user_followers_count;user_created_at;user_bio;user_location;user_verified
11;1583281902332436481;https://twitter.com/ctymrsh/statuses/1583281902332436481;https://twitter.com/ctymrsh/statuses/1583281902332436481;ctymrsh;"Ck lama2 trust issue jg gue sm semua org yg ngomongin resesi di internet. Mau jualin apa nih??
Udahlah yg boleh ngomongin ekonomi thn dpn cuma bos gue aja tp ngomonginnya cuma blh soal naik gaji hehe";"Ck lama2 trust issue jg gue sm semua org yg ngomongin resesi di internet. Mau jualin apa nih??
Udahlah yg boleh ngomongin ekonomi thn dpn cuma bos gue aja tp ngomonginnya cuma blh soal naik gaji hehe";2022-10-20 22:19:56;Twitter Web App;0;0;in;;original;;0;0;;0;0;43271095;https://pbs.twimg.com/profile_images/1577263627412721664/aO8B9QMc_normal.jpg;41509;362;609;2009-05-29 00:21:52;This Tweet was deleted by the Tweet author. Learn more;unknown;
12;1583281740663361536;https://twitter.com/rmdnyola/statuses/1583281740663361536;https://twitter.com/rmdnyola/statuses/1583281740663361536;rmdnyola;RT @erika_solo: Antriannya mengular😆 Apa itu resesi, gada tuh resesi. Semua slot pengajuan visa ke berbagai negara penuh ampe ngantri², apa…;Antriannya mengular😆 Apa itu resesi, gada tuh resesi. Semua slot pengajuan visa ke berbagai negara penuh ampe ngantri², apanya yg resesi🤭 Tebak antrian visa kmn nih? @BebasVisaID @sportdoctorapb 😄 Tp klo dipikir² klo paspor ijo byk bebvis, kesian jg mb mas di vfs tar jobless https://t.co/b848dSJIAL;2022-10-20 22:19:17;Twitter for iPhone;0;19;in;;retweet;;0;0;erika_solo;176054468;1583007319805562882;405256278;https://pbs.twimg.com/profile_images/1581578136193748992/CQObgZaH_normal.jpg;18942;525;565;2011-11-04 22:15:13;;Indonesia;
13;1583281715048378368;https://twitter.com/SvTikhacmile/statuses/1583281715048378368;https://twitter.com/SvTikhacmile/statuses/1583281715048378368;SvTikhacmile;"RT @madHink: Hanya 1 Tips menghadapi kondisi ekonomi 2023:
PERBANYAK BELANJA, KALAU MAU INVEST, LANGSUNG AJA MODALIN KE UKM PRODUKTIF.

Kar…";"Hanya 1 Tips menghadapi kondisi ekonomi 2023:
PERBANYAK BELANJA, KALAU MAU INVEST, LANGSUNG AJA MODALIN KE UKM PRODUKTIF.

Karena berulang kali negara kita selamat dari resesi ekonomi dunia justru karena perilaku konsumtif warganya.";2022-10-20 22:19:11;Twitter for Android;0;1583;in;;retweet;;0;0;madHink;3284232205;1582924081942306816;751147328;https://pbs.twimg.com/profile_images/1328215213963833345/U4PytUKw_normal.jpg;52484;486;66;2012-08-11 07:48:11;💙;;
14;1583281676586975233;https://twitter.com/YukaParkZhang/statuses/1583281676586975233;https://twitter.com/YukaParkZhang/statuses/1583281676586975233;YukaParkZhang;RT @ainunrozi: jangankan ancaman resesi 2023, kita pernah menghadapi yang lebih buruk dan bisa melewatinya, ancaman kiamat tahun 2012;jangankan ancaman resesi 2023, kita pernah menghadapi yang lebih buruk dan bisa melewatinya, ancaman kiamat tahun 2012;2022-10-20 22:19:02;Twitter for Android;0;806;in;;retweet;;0;0;ainunrozi;183585238;1582651892211257344;1289374901195771904;https://pbs.twimg.com/profile_images/1575465479782932480/i1aayJ46_normal.jpg;63962;1377;1945;2020-07-31 21:38:54;#ZhangYixing #ParkChanyeol #EXO;ONLY EXO-L;
15;1583281635830923265;https://twitter.com/Siahaan_Boy/statuses/1583281635830923265;https://twitter.com/Siahaan_Boy/statuses/1583281635830923265;Siahaan_Boy;Swasembada Beras Menjadi Suar Menghadapi Resesi Global 2023 https://t.co/lWuyitB1a4;Swasembada Beras Menjadi Suar Menghadapi Resesi Global 2023 https://t.co/lWuyitB1a4;2022-10-20 22:18:52;Revive Social App;0;0;in;;original;;0;0;;0;0;44103806;https://pbs.twimg.com/profile_images/921548277589295104/JgSThIbo_normal.jpg;39011;21;100;2009-06-02 07:47:40;I'm a simple person who love you and GOD.;DKI Jakarta, Indonesia;
16;1583281618533617670;https://twitter.com/KavindraOemar/statuses/1583281618533617670;https://twitter.com/KavindraOemar/statuses/1583281618533617670;KavindraOemar;"RT @madHink: Hanya 1 Tips menghadapi kondisi ekonomi 2023:
PERBANYAK BELANJA, KALAU MAU INVEST, LANGSUNG AJA MODALIN KE UKM PRODUKTIF.

Kar…";"Hanya 1 Tips menghadapi kondisi ekonomi 2023:
PERBANYAK BELANJA, KALAU MAU INVEST, LANGSUNG AJA MODALIN KE UKM PRODUKTIF.

Karena berulang kali negara kita selamat dari resesi ekonomi dunia justru karena perilaku konsumtif warganya.";2022-10-20 22:18:48;Twitter for Android;0;1583;in;;retweet;;0;0;madHink;3284232205;1582924081942306816;1030025737577803776;https://pbs.twimg.com/profile_images/1583217045172551682/mxhTR7fV_normal.jpg;203638;4095;4284;2018-08-16 05:37:27;"Ngetawain Topeng Monyet yang bikin swasembada selfie.
Ga ada babibu, no DM, semua buzzeRp blokir!";;
17;1583281556033970176;https://twitter.com/rajapokemon19/statuses/1583281556033970176;https://twitter.com/rajapokemon19/statuses/1583281556033970176;rajapokemon19;RT @AmmarGill: Wkwkwk.. Ini mah Kensington Avenue, Philadelphia. Mau resesi atau kagak isinya emang drug addicts sama homeless kabeh. 😂😂😂;Wkwkwk.. Ini mah Kensington Avenue, Philadelphia. Mau resesi atau kagak isinya emang drug addicts sama homeless kabeh. 😂😂😂 https://t.co/STv2i1mCHK;2022-10-20 22:18:33;Twitter for Android;0;3029;in;;quote;;0;0;AmmarGill;155950684;1582998913229148160;1251687776694628358;https://pbs.twimg.com/profile_images/1540693310389424129/cUx0ll_5_normal.jpg;61382;4701;3053;2020-04-18 21:43:27;"I am a $hosky believer and cardano hodler

#claymates #ghostchain #equine #chainsofwar #aquafarmer";;
18;1583281554977329153;https://twitter.com/sapiredore/statuses/1583281554977329153;https://twitter.com/sapiredore/statuses/1583281554977329153;sapiredore;RT @AmmarGill: Wkwkwk.. Ini mah Kensington Avenue, Philadelphia. Mau resesi atau kagak isinya emang drug addicts sama homeless kabeh. 😂😂😂;Wkwkwk.. Ini mah Kensington Avenue, Philadelphia. Mau resesi atau kagak isinya emang drug addicts sama homeless kabeh. 😂😂😂 https://t.co/STv2i1mCHK;2022-10-20 22:18:33;Twitter for Android;0;3029;in;;quote;;0;0;AmmarGill;155950684;1582998913229148160;1199445020;https://pbs.twimg.com/profile_images/1450346258955051009/t7S_d_ii_normal.jpg;24283;497;510;2013-02-19 22:32:14;im broke;;
19;1583281548232560641;https://twitter.com/sbtsmanusia/statuses/1583281548232560641;https://twitter.com/sbtsmanusia/statuses/1583281548232560641;sbtsmanusia;"2024 masih lama
tpi perang promosi dan opini publik semakin gencar

bakal jdi tahun yang melelahkan
disamping resesi(?) kita juga dipaksa membaca narasi” politik yang menyebalkan

hoaaam🥱";"2024 masih lama
tpi perang promosi dan opini publik semakin gencar

bakal jdi tahun yang melelahkan
disamping resesi(?) kita juga dipaksa membaca narasi” politik yang menyebalkan

hoaaam🥱";2022-10-20 22:18:31;Twitter for iPhone;0;0;in;;original;;0;0;;0;0;1200036161797771264;https://pbs.twimg.com/profile_images/1581930567024578562/7r3POPVw_normal.jpg;1860;485;23;2019-11-28 07:58:27;Membenci hidup itu sendiri.;;
20;1583281523003863041;https://twitter.com/bbxoxo09/statuses/1583281523003863041;https://twitter.com/bbxoxo09/statuses/1583281523003863041;bbxoxo09;RT @ainunrozi: jangankan ancaman resesi 2023, kita pernah menghadapi yang lebih buruk dan bisa melewatinya, ancaman kiamat tahun 2012;jangankan ancaman resesi 2023, kita pernah menghadapi yang lebih buruk dan bisa melewatinya, ancaman kiamat tahun 2012;2022-10-20 22:18:25;Twitter for Android;0;806;in;;retweet;;0;0;ainunrozi;183585238;1582651892211257344;771171643;https://pbs.twimg.com/profile_images/1566762369337810946/OAMZj0cX_normal.jpg;85212;5688;5984;2012-08-21 05:22:54;Fan account (EXO & 羽生結弦 Hanyu Yuzuru );;
21;1583281346985615360;https://twitter.com/patheticmundane/statuses/1583281346985615360;https://twitter.com/patheticmundane/statuses/1583281346985615360;patheticmundane;"RT @madHink: Hanya 1 Tips menghadapi kondisi ekonomi 2023:
PERBANYAK BELANJA, KALAU MAU INVEST, LANGSUNG AJA MODALIN KE UKM PRODUKTIF.

Kar…";"Hanya 1 Tips menghadapi kondisi ekonomi 2023:
PERBANYAK BELANJA, KALAU MAU INVEST, LANGSUNG AJA MODALIN KE UKM PRODUKTIF.

Karena berulang kali negara kita selamat dari resesi ekonomi dunia justru karena perilaku konsumtif warganya.";2022-10-20 22:17:43;Twitter for iPhone;0;1583;in;;retweet;;0;0;madHink;3284232205;1582924081942306816;403751912;https://pbs.twimg.com/profile_images/1573385667190456320/fmLz99EU_normal.jpg;8876;345;519;2011-11-02 19:19:19;;;
22;1583281320146313217;https://twitter.com/kecebongmacan/statuses/1583281320146313217;https://twitter.com/kecebongmacan/statuses/1583281320146313217;kecebongmacan;"RT @madHink: Hanya 1 Tips menghadapi kondisi ekonomi 2023:
PERBANYAK BELANJA, KALAU MAU INVEST, LANGSUNG AJA MODALIN KE UKM PRODUKTIF.

Kar…";"Hanya 1 Tips menghadapi kondisi ekonomi 2023:
PERBANYAK BELANJA, KALAU MAU INVEST, LANGSUNG AJA MODALIN KE UKM PRODUKTIF.

Karena berulang kali negara kita selamat dari resesi ekonomi dunia justru karena perilaku konsumtif warganya.";2022-10-20 22:17:37;Twitter for Android;0;1583;in;;retweet;;0;0;madHink;3284232205;1582924081942306816;1208727229296861184;https://pbs.twimg.com/profile_images/1304636763848155136/63toD6g7_normal.jpg;11011;400;52;2019-12-22 07:33:34;"Shitpost adalah jalan ninjaku
🐾🐾I'm the crazy cat lady🐾🐾";;
23;1583281314802769920;https://twitter.com/patrickabrhm/statuses/1583281314802769920;https://twitter.com/patrickabrhm/statuses/1583281314802769920;patrickabrhm;@IchaVarma Jadi inget dulu pada ngotot bilang 2012 kiamat, ampe dibikin film wkwk kemana ya skrg org2nya ? Ini skrg ngotot bilang 2023 resesi ekonomi semua org down ekonominya ampe gamampu beli beras wkwk. Tar liat aja taun depan. Tp org2 gini sih slow aja, nanti blg : kan sy cm ingetin lol;@IchaVarma Jadi inget dulu pada ngotot bilang 2012 kiamat, ampe dibikin film wkwk kemana ya skrg org2nya ? Ini skrg ngotot bilang 2023 resesi ekonomi semua org down ekonominya ampe gamampu beli beras wkwk. Tar liat aja taun depan. Tp org2 gini sih slow aja, nanti blg : kan sy cm ingetin lol;2022-10-20 22:17:36;Twitter for Android;0;1;in;;reply;IchaVarma;42024825;1582738339870150656;;0;0;563398387;https://pbs.twimg.com/profile_images/1500481528148627458/-SAHcQAT_normal.jpg;1806;261;168;2012-04-25 23:11:07;hello my sun shine;;
24;1583281298638262274;https://twitter.com/conandoylenat/statuses/1583281298638262274;https://twitter.com/conandoylenat/statuses/1583281298638262274;conandoylenat;RT @akuluka: Bukti resesi sudah melanda, mangots. Barter berlaku lagi. @otongkoil https://t.co/oNcXeAthCY;Bukti resesi sudah melanda, mangots. Barter berlaku lagi. @otongkoil https://t.co/oNcXeAthCY;2022-10-20 22:17:32;Twitter for Android;0;3;in;;retweet;;0;0;akuluka;234668411;1583278514023075840;2916598192;https://pbs.twimg.com/profile_images/1499844580946022400/z73OOZdA_normal.jpg;32864;293;421;2014-12-11 19:09:59;ah kamu;;
25;1583281171458584578;https://twitter.com/aestheticslavee/statuses/1583281171458584578;https://twitter.com/aestheticslavee/statuses/1583281171458584578;aestheticslavee;"RT @madHink: Hanya 1 Tips menghadapi kondisi ekonomi 2023:
PERBANYAK BELANJA, KALAU MAU INVEST, LANGSUNG AJA MODALIN KE UKM PRODUKTIF.

Kar…";"Hanya 1 Tips menghadapi kondisi ekonomi 2023:
PERBANYAK BELANJA, KALAU MAU INVEST, LANGSUNG AJA MODALIN KE UKM PRODUKTIF.

Karena berulang kali negara kita selamat dari resesi ekonomi dunia justru karena perilaku konsumtif warganya.";2022-10-20 22:17:01;Twitter for iPhone;0;1583;in;;retweet;;0;0;madHink;3284232205;1582924081942306816;84622079;https://pbs.twimg.com/profile_images/1538539425147146240/KKnHudGX_normal.jpg;31648;170;388;2009-10-23 11:49:30;A Wanderlust 🦋;;
26;1583281137924730880;https://twitter.com/fajaramadans/statuses/1583281137924730880;https://twitter.com/fajaramadans/statuses/1583281137924730880;fajaramadans;RT @akuluka: Bukti resesi sudah melanda, mangots. Barter berlaku lagi. @otongkoil https://t.co/oNcXeAthCY;Bukti resesi sudah melanda, mangots. Barter berlaku lagi. @otongkoil https://t.co/oNcXeAthCY;2022-10-20 22:16:53;Twitter for Android;0;3;in;;retweet;;0;0;akuluka;234668411;1583278514023075840;212528730;https://pbs.twimg.com/profile_images/1566104295610585088/I2iLYuvE_normal.jpg;39069;319;665;2010-11-06 06:08:10;;;
27;1583281049219407872;https://twitter.com/aldebaranjjang/statuses/1583281049219407872;https://twitter.com/aldebaranjjang/statuses/1583281049219407872;aldebaranjjang;"RT @madHink: Hanya 1 Tips menghadapi kondisi ekonomi 2023:
PERBANYAK BELANJA, KALAU MAU INVEST, LANGSUNG AJA MODALIN KE UKM PRODUKTIF.

Kar…";"Hanya 1 Tips menghadapi kondisi ekonomi 2023:
PERBANYAK BELANJA, KALAU MAU INVEST, LANGSUNG AJA MODALIN KE UKM PRODUKTIF.

Karena berulang kali negara kita selamat dari resesi ekonomi dunia justru karena perilaku konsumtif warganya.";2022-10-20 22:16:32;Twitter for Android;0;1583;in;;retweet;;0;0;madHink;3284232205;1582924081942306816;2776102298;https://pbs.twimg.com/profile_images/1578297709852704769/sAv3kcG1_normal.jpg;33672;1447;802;2014-08-28 05:34:43;"#𝗗𝗔𝗬𝟲 #𝐞𝐚𝐉 #𝗦𝘁𝗿𝗮𝘆𝗞𝗶𝗱𝘀 #𝐗𝐝𝐢𝐧𝐚𝐫𝐲𝐇𝐞𝐫𝐨𝐞𝐬 #KDrama 
tidak lupa sambat ehe";She/Her;
28;1583281007863549952;https://twitter.com/koranjakarta_id/statuses/1583281007863549952;https://twitter.com/koranjakarta_id/statuses/1583281007863549952;koranjakarta_id;"Langkah BI Naikkan Lagi Suku Bunga Acuan Dinilai Sangat Tepat

#koranjakarta #bankindonesia #bank #sukubunga #krisis #moneter #ekonomi #investasi #dollar #rupiah #inflasi #resesi #infoterkini #indonesia #news #update

https://t.co/ZnKwXjXb1D";"Langkah BI Naikkan Lagi Suku Bunga Acuan Dinilai Sangat Tepat

#koranjakarta #bankindonesia #bank #sukubunga #krisis #moneter #ekonomi #investasi #dollar #rupiah #inflasi #resesi #infoterkini #indonesia #news #update

https://t.co/ZnKwXjXb1D";2022-10-20 22:16:22;Twitter for iPhone;0;0;in;;original;;0;0;;0;0;1382213818370039808;https://pbs.twimg.com/profile_images/1410863674303025153/1ggnWot9_normal.jpg;5819;11;1775;2021-04-14 02:07:28;Kebenaran Itu Tidak Pernah Memihak! l digital@koran-jakarta.com l redaksi@koran-jakarta.com.;The Belleza Permata Hijau;
29;1583280951701872641;https://twitter.com/AriKasio2/statuses/1583280951701872641;https://twitter.com/AriKasio2/statuses/1583280951701872641;AriKasio2;RT @korantempo: Asosiasi buruh dan pekerja menemukan adanya modus pemutusan hubungan kerja (PHK) berdalih resesi oleh perusahaan dengan mem…;Asosiasi buruh dan pekerja menemukan adanya modus pemutusan hubungan kerja (PHK) berdalih resesi oleh perusahaan dengan memanfaatkan celah aturan Undang-Undang Cipta Kerja.  #KoranTempo https://t.co/qNhJbdE24W;2022-10-20 22:16:09;Twitter for Android;0;23;in;;retweet;;0;0;korantempo;20963426;1582972727027122177;1132968918929199105;https://pbs.twimg.com/profile_images/1425927711436902400/HK1MyD89_normal.jpg;69400;1145;1036;2019-05-27 07:16:54;akun backup AriKasio;Kota Bandung, Jawa Barat;
30;1583280936170332161;https://twitter.com/Traval0ka/statuses/1583280936170332161;https://twitter.com/Traval0ka/statuses/1583280936170332161;Traval0ka;"RT @madHink: Hanya 1 Tips menghadapi kondisi ekonomi 2023:
PERBANYAK BELANJA, KALAU MAU INVEST, LANGSUNG AJA MODALIN KE UKM PRODUKTIF.

Kar…";"Hanya 1 Tips menghadapi kondisi ekonomi 2023:
PERBANYAK BELANJA, KALAU MAU INVEST, LANGSUNG AJA MODALIN KE UKM PRODUKTIF.

Karena berulang kali negara kita selamat dari resesi ekonomi dunia justru karena perilaku konsumtif warganya.";2022-10-20 22:16:05;Twitter for Android;0;1583;in;;retweet;;0;0;madHink;3284232205;1582924081942306816;110400440;https://pbs.twimg.com/profile_images/1247783929173557257/fqCShqRC_normal.jpg;34224;515;415;2010-02-01 07:12:59;HAHAHAHA;Deket, Indonesia;
31;1583280878158901248;https://twitter.com/sutawijaya666/statuses/1583280878158901248;https://twitter.com/sutawijaya666/statuses/1583280878158901248;sutawijaya666;"RT @tanganbelang_tb: 1 Milyar Pertama: Jualan Mimpi
Resesi Dunia Hancur: Jualan Ketakutan

Jualan hal yang intangible memang selalu mengunt…";"1 Milyar Pertama: Jualan Mimpi
Resesi Dunia Hancur: Jualan Ketakutan

Jualan hal yang intangible memang selalu menguntungkan. Apalagi untuk mereka yg mempunyai mindset dan perilaku sebagai ternak 😎";2022-10-20 22:15:51;Twitter for Android;0;362;in;;retweet;;0;0;tanganbelang_tb;3004551331;1582920741367910400;1002067572328546304;https://pbs.twimg.com/profile_images/1482614863738327041/gaTAARgi_normal.jpg;1428;402;21;2018-05-31 02:01:41;Hidup hanyalah akting belaka,menjalankan peran Dari Maha Sutradara Semesta;;
32;1583280857095106560;https://twitter.com/meipakei/statuses/1583280857095106560;https://twitter.com/meipakei/statuses/1583280857095106560;meipakei;RT @ainunrozi: jangankan ancaman resesi 2023, kita pernah menghadapi yang lebih buruk dan bisa melewatinya, ancaman kiamat tahun 2012;jangankan ancaman resesi 2023, kita pernah menghadapi yang lebih buruk dan bisa melewatinya, ancaman kiamat tahun 2012;2022-10-20 22:15:46;Twitter for Android;0;806;in;;retweet;;0;0;ainunrozi;183585238;1582651892211257344;1145720026214780928;https://pbs.twimg.com/profile_images/1234923685628317696/TofTuAuj_normal.jpg;48484;407;400;2019-07-01 11:45:15;jauh jauh deh;Kampung Durian Runtuh;
