id;tweetid;guid;link;author;title;description;pubdate;source;favorite_count;retweet_count;lang;quoted_text;tweet_type;in_reply_to_screen_name;in_reply_to_user_id;in_reply_to_status_id;retweeted_screen_name;retweeted_user_id;retweeted_status_id;user_id;profile_image_url;user_statuses_count;user_friends_count;user_followers_count;user_created_at;user_bio;user_location;user_verified
11;1593406326733824000;https://twitter.com/sunshinee_bee/statuses/1593406326733824000;https://twitter.com/sunshinee_bee/statuses/1593406326733824000;sunshinee_bee;RT @bank_indonesia: #SobatRupiah, pertumbuhan ekonomi global melambat disertai tingginya tekanan inflasi, agresifnya kenaikan suku bunga ke…;"#SobatRupiah, pertumbuhan ekonomi global melambat disertai tingginya tekanan inflasi, agresifnya kenaikan suku bunga kebijakan moneter, &amp; ketidakpastian pasar keuangan. Pertumbuhan pd 2023 diprakirakan menurun dari 2022, dgn risiko koreksi lebih rendah &amp; resesi di beberapa negara";2022-11-17 19:50:47;Twitter for Android;0;21;in;;retweet;;0;0;bank_indonesia;153667051;1593140232714858497;1577504368026271745;https://pbs.twimg.com/profile_images/1581333735081152514/WCS3yRVj_normal.jpg;692;10;2;2022-10-04 23:42:20;;;
12;1593406318844342273;https://twitter.com/mutimutemutu/statuses/1593406318844342273;https://twitter.com/mutimutemutu/statuses/1593406318844342273;mutimutemutu;RT @catchmeupid: Sembilan bulan Rusia menyerang Ukraina, kini Rusia dilaporkan telah masuk ke jurang resesi. Produk Domestik Bruto (PDB) Ru…;Sembilan bulan Rusia menyerang Ukraina, kini Rusia dilaporkan telah masuk ke jurang resesi. Produk Domestik Bruto (PDB) Rusia dilaporkan kontraksi alias minus 4% di kuartal III tahun 2022. https://t.co/kb0xk83Q86;2022-11-17 19:50:45;Twitter for iPhone;0;1383;in;;retweet;;0;0;catchmeupid;1162545299614662656;1593096143613100034;540090894;https://pbs.twimg.com/profile_images/1580490386107092992/hxQ1OMdo_normal.jpg;7150;183;195;2012-03-29 10:07:32;Keturunan Ymir;Bogor | Padang;
13;1593405697009405952;https://twitter.com/IdSinpo/statuses/1593405697009405952;https://twitter.com/IdSinpo/statuses/1593405697009405952;IdSinpo;Ancaman Resesi Global, Anggota Komisi IX DPR: Sektor Tekstil dan Manufaktur Mulai Kurangi Tenaga Kerja https://t.co/cJZKZxtIY0;Ancaman Resesi Global, Anggota Komisi IX DPR: Sektor Tekstil dan Manufaktur Mulai Kurangi Tenaga Kerja https://t.co/cJZKZxtIY0;2022-11-17 19:48:16;Twitter for Android;0;0;in;;original;;0;0;;0;0;1012174601055449088;https://pbs.twimg.com/profile_images/1390286961500299268/6Alf-TNh_normal.jpg;18600;57;577;2018-06-27 23:23:24;https://t.co/EOK59cewsT merupakan situs berita politik yang terupdate.;;
14;1593405251851194368;https://twitter.com/_____22o1/statuses/1593405251851194368;https://twitter.com/_____22o1/statuses/1593405251851194368;_____22o1;RT @catchmeupid: Sembilan bulan Rusia menyerang Ukraina, kini Rusia dilaporkan telah masuk ke jurang resesi. Produk Domestik Bruto (PDB) Ru…;Sembilan bulan Rusia menyerang Ukraina, kini Rusia dilaporkan telah masuk ke jurang resesi. Produk Domestik Bruto (PDB) Rusia dilaporkan kontraksi alias minus 4% di kuartal III tahun 2022. https://t.co/kb0xk83Q86;2022-11-17 19:46:30;Twitter for iPhone;0;1383;in;;retweet;;0;0;catchmeupid;1162545299614662656;1593096143613100034;1518296085084598272;https://pbs.twimg.com/profile_images/1581242149592784897/cv8Hro0J_normal.jpg;1680;80;47;2022-04-24 14:29:45;saya aslinya delapan;Kota Bandung, Jawa Barat;
15;1593405069747113985;https://twitter.com/zkhsa_/statuses/1593405069747113985;https://twitter.com/zkhsa_/statuses/1593405069747113985;zkhsa_;RT @catchmeupid: Sembilan bulan Rusia menyerang Ukraina, kini Rusia dilaporkan telah masuk ke jurang resesi. Produk Domestik Bruto (PDB) Ru…;Sembilan bulan Rusia menyerang Ukraina, kini Rusia dilaporkan telah masuk ke jurang resesi. Produk Domestik Bruto (PDB) Rusia dilaporkan kontraksi alias minus 4% di kuartal III tahun 2022. https://t.co/kb0xk83Q86;2022-11-17 19:45:47;Twitter for Android;0;1383;in;;retweet;;0;0;catchmeupid;1162545299614662656;1593096143613100034;1081052351958405120;https://pbs.twimg.com/profile_images/1585445728976920577/mbm0000l_normal.jpg;2355;989;1043;2019-01-03 23:59:00;0% energy for everything.;Jawa Tengah, Indonesia;
16;1593404927732502528;https://twitter.com/jojoanitams/statuses/1593404927732502528;https://twitter.com/jojoanitams/statuses/1593404927732502528;jojoanitams;RT @bank_indonesia: #SobatRupiah, pertumbuhan ekonomi global melambat disertai tingginya tekanan inflasi, agresifnya kenaikan suku bunga ke…;"#SobatRupiah, pertumbuhan ekonomi global melambat disertai tingginya tekanan inflasi, agresifnya kenaikan suku bunga kebijakan moneter, &amp; ketidakpastian pasar keuangan. Pertumbuhan pd 2023 diprakirakan menurun dari 2022, dgn risiko koreksi lebih rendah &amp; resesi di beberapa negara";2022-11-17 19:45:13;Twitter for iPhone;0;21;in;;retweet;;0;0;bank_indonesia;153667051;1593140232714858497;1139132194872385538;https://pbs.twimg.com/profile_images/1420588601553809410/K38rS3nc_normal.jpg;1224;4;1;2019-06-13 07:27:34;;;
17;1593404636676837376;https://twitter.com/WildaMaulida/statuses/1593404636676837376;https://twitter.com/WildaMaulida/statuses/1593404636676837376;WildaMaulida;"lagi cari alat pertahanan diri alias self defense keychains set, mau dong kalau ada yg pernah beli, rekomendasinya____
jujur tkt bgt shubuh2 dah liat maling__ ni belom aja resesi kejahatan udh banyak bgt dimana mana __";"lagi cari alat pertahanan diri alias self defense keychains set, mau dong kalau ada yg pernah beli, rekomendasinya____
jujur tkt bgt shubuh2 dah liat maling__ ni belom aja resesi kejahatan udh banyak bgt dimana mana __";2022-11-17 19:44:04;Twitter for iPhone;0;0;in;;original;;0;0;;0;0;527300469;https://pbs.twimg.com/profile_images/1593252215115853826/erzC49eL_normal.jpg;13429;275;560;2012-03-17 06:02:55;;;
18;1593404579252604930;https://twitter.com/rsenyif/statuses/1593404579252604930;https://twitter.com/rsenyif/statuses/1593404579252604930;rsenyif;RT @catchmeupid: Sembilan bulan Rusia menyerang Ukraina, kini Rusia dilaporkan telah masuk ke jurang resesi. Produk Domestik Bruto (PDB) Ru…;Sembilan bulan Rusia menyerang Ukraina, kini Rusia dilaporkan telah masuk ke jurang resesi. Produk Domestik Bruto (PDB) Rusia dilaporkan kontraksi alias minus 4% di kuartal III tahun 2022. https://t.co/kb0xk83Q86;2022-11-17 19:43:50;Twitter for iPhone;0;1383;in;;retweet;;0;0;catchmeupid;1162545299614662656;1593096143613100034;1235182667722674176;https://pbs.twimg.com/profile_images/1558578132722282496/6Po5ubO5_normal.jpg;3847;206;46;2020-03-04 07:38:02;skies of blue;England, United Kingdom;
19;1593404539104743425;https://twitter.com/iqbalnurcholis9/statuses/1593404539104743425;https://twitter.com/iqbalnurcholis9/statuses/1593404539104743425;iqbalnurcholis9;RT @Mentimoen: Milyaran dollar lenyap begitu saja ketika FTX - perusahaan crypto - bangkrut. Warga yg tabungan hari tua dalam FTX nangis da…;"Milyaran dollar lenyap begitu saja ketika FTX - perusahaan crypto - bangkrut. Warga yg tabungan hari tua dalam FTX nangis dah.

Semua itu pertanda buruk bagi datangnya resesi Amerika 2023. Ekonomi Amerika dibangun terlalu banyak diatas asset2 tidak jelas.
https://t.co/LDUCSnY2s6";2022-11-17 19:43:40;Twitter for Android;0;19;in;;retweet;;0;0;Mentimoen;736384867181547520;1593247581424844802;3060996218;https://pbs.twimg.com/profile_images/1461883064380903436/hx2cppIS_normal.jpg;12951;75;132;2015-03-04 02:38:48;1312 _;Badung, Bali;
20;1593404480069869569;https://twitter.com/Puspitasari5512/statuses/1593404480069869569;https://twitter.com/Puspitasari5512/statuses/1593404480069869569;Puspitasari5512;RT @bank_indonesia: #SobatRupiah, pertumbuhan ekonomi global melambat disertai tingginya tekanan inflasi, agresifnya kenaikan suku bunga ke…;"#SobatRupiah, pertumbuhan ekonomi global melambat disertai tingginya tekanan inflasi, agresifnya kenaikan suku bunga kebijakan moneter, &amp; ketidakpastian pasar keuangan. Pertumbuhan pd 2023 diprakirakan menurun dari 2022, dgn risiko koreksi lebih rendah &amp; resesi di beberapa negara";2022-11-17 19:43:26;Twitter for iPhone;0;21;in;;retweet;;0;0;bank_indonesia;153667051;1593140232714858497;1577829624003715072;https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png;742;6;0;2022-10-05 21:14:55;;;
21;1593404055078207489;https://twitter.com/Simon01052022/statuses/1593404055078207489;https://twitter.com/Simon01052022/statuses/1593404055078207489;Simon01052022;RT @catchmeupid: Sembilan bulan Rusia menyerang Ukraina, kini Rusia dilaporkan telah masuk ke jurang resesi. Produk Domestik Bruto (PDB) Ru…;Sembilan bulan Rusia menyerang Ukraina, kini Rusia dilaporkan telah masuk ke jurang resesi. Produk Domestik Bruto (PDB) Rusia dilaporkan kontraksi alias minus 4% di kuartal III tahun 2022. https://t.co/kb0xk83Q86;2022-11-17 19:41:45;Twitter for Android;0;1383;in;;retweet;;0;0;catchmeupid;1162545299614662656;1593096143613100034;1520686823227686913;https://pbs.twimg.com/profile_images/1525933198060175360/paudtOGp_normal.jpg;25658;518;363;2022-05-01 04:49:42;;;
22;1593403703372836864;https://twitter.com/marknaekoya_/statuses/1593403703372836864;https://twitter.com/marknaekoya_/statuses/1593403703372836864;marknaekoya_;RT @catchmeupid: Sembilan bulan Rusia menyerang Ukraina, kini Rusia dilaporkan telah masuk ke jurang resesi. Produk Domestik Bruto (PDB) Ru…;Sembilan bulan Rusia menyerang Ukraina, kini Rusia dilaporkan telah masuk ke jurang resesi. Produk Domestik Bruto (PDB) Rusia dilaporkan kontraksi alias minus 4% di kuartal III tahun 2022. https://t.co/kb0xk83Q86;2022-11-17 19:40:21;Twitter for iPhone;0;1383;in;;retweet;;0;0;catchmeupid;1162545299614662656;1593096143613100034;1497906687193534470;https://pbs.twimg.com/profile_images/1567181112304365570/Yh_nq4KP_normal.jpg;5724;118;7;2022-02-27 07:09:47;Mark’s soulmate;;
23;1593403473424711680;https://twitter.com/yo2thok/statuses/1593403473424711680;https://twitter.com/yo2thok/statuses/1593403473424711680;yo2thok;@Ikhwan_56 Rusia adalah Negara kaya akan sumber daya alam dan makanan yang dibutuhkan dunia. Jika Rusia mengalami resesi bagaimana dengan nasib Eropa Barat dan Afrika?;@Ikhwan_56 Rusia adalah Negara kaya akan sumber daya alam dan makanan yang dibutuhkan dunia. Jika Rusia mengalami resesi bagaimana dengan nasib Eropa Barat dan Afrika?;2022-11-17 19:39:26;Twitter for Android;0;0;in;;reply;Ikhwan_56;1530769348587008000;1593298976668733442;;0;0;497234852;https://pbs.twimg.com/profile_images/1546935989532180480/g75bo473_normal.jpg;18112;209;21512;2012-02-19 14:25:09;"Vladimir Putin: ""Barat adalah Kerajaan Kebohongan.”";Moscow;
24;1593403148655206400;https://twitter.com/icafadilah8892/statuses/1593403148655206400;https://twitter.com/icafadilah8892/statuses/1593403148655206400;icafadilah8892;RT @bank_indonesia: #SobatRupiah, pertumbuhan ekonomi global melambat disertai tingginya tekanan inflasi, agresifnya kenaikan suku bunga ke…;"#SobatRupiah, pertumbuhan ekonomi global melambat disertai tingginya tekanan inflasi, agresifnya kenaikan suku bunga kebijakan moneter, &amp; ketidakpastian pasar keuangan. Pertumbuhan pd 2023 diprakirakan menurun dari 2022, dgn risiko koreksi lebih rendah &amp; resesi di beberapa negara";2022-11-17 19:38:09;Twitter for Android;0;21;in;;retweet;;0;0;bank_indonesia;153667051;1593140232714858497;1471284925009575938;https://pbs.twimg.com/profile_images/1584348015019839489/Y8HNgZNi_normal.jpg;763;21;7;2021-12-15 20:04:03;;Jakarta Capital Region;
25;1593403035170275328;https://twitter.com/Puryoct/statuses/1593403035170275328;https://twitter.com/Puryoct/statuses/1593403035170275328;Puryoct;RT @bank_indonesia: #SobatRupiah, pertumbuhan ekonomi global melambat disertai tingginya tekanan inflasi, agresifnya kenaikan suku bunga ke…;"#SobatRupiah, pertumbuhan ekonomi global melambat disertai tingginya tekanan inflasi, agresifnya kenaikan suku bunga kebijakan moneter, &amp; ketidakpastian pasar keuangan. Pertumbuhan pd 2023 diprakirakan menurun dari 2022, dgn risiko koreksi lebih rendah &amp; resesi di beberapa negara";2022-11-17 19:37:42;Twitter for iPhone;0;21;in;;retweet;;0;0;bank_indonesia;153667051;1593140232714858497;1266320922320924673;https://pbs.twimg.com/profile_images/1266321115586023424/ylLK6BfB_normal.jpg;1137;14;7;2020-05-29 06:50:22;Hi, it’s me _;;
26;1593402925904449538;https://twitter.com/AEPishere/statuses/1593402925904449538;https://twitter.com/AEPishere/statuses/1593402925904449538;AEPishere;"RT @cnbcindonesia: Resesi, ""Jalan Ninja"" Bank Sentral Dunia Selamatkan Negara!

https://t.co/OnVUXhPb8y";"Resesi, ""Jalan Ninja"" Bank Sentral Dunia Selamatkan Negara!

https://t.co/OnVUXhPb8y";2022-11-17 19:37:16;Twitter for Android;0;1;in;;retweet;;0;0;cnbcindonesia;847372542830444544;1593402193482493954;242704195;https://pbs.twimg.com/profile_images/1386411662312284162/2j8WTl7L_normal.jpg;1121914;4998;3209;2011-01-25 06:55:49;Pecinta Sepakbola Indonesia|SONIQ 1620 2100 1795 0000|_ travelling|Alumni FKUI&MARS URINDO|Pendengar Setia @987GenFM|COmate = Alovers + Kivers + SONIQ + Bstarz;Jakarta;
27;1593402910464831488;https://twitter.com/lidahkadal94/statuses/1593402910464831488;https://twitter.com/lidahkadal94/statuses/1593402910464831488;lidahkadal94;RT @catchmeupid: Sembilan bulan Rusia menyerang Ukraina, kini Rusia dilaporkan telah masuk ke jurang resesi. Produk Domestik Bruto (PDB) Ru…;Sembilan bulan Rusia menyerang Ukraina, kini Rusia dilaporkan telah masuk ke jurang resesi. Produk Domestik Bruto (PDB) Rusia dilaporkan kontraksi alias minus 4% di kuartal III tahun 2022. https://t.co/kb0xk83Q86;2022-11-17 19:37:12;Twitter for Android;0;1383;in;;retweet;;0;0;catchmeupid;1162545299614662656;1593096143613100034;393899704;https://pbs.twimg.com/profile_images/770570292422778880/EZxLtS7w_normal.jpg;966;485;35;2011-10-19 04:02:14;keluarga kelas menengah bawah, pekerja keras, mencintai hidup untuk bertahan hidup..;Jakarta;
28;1593402839573069826;https://twitter.com/BeritaSahamIdx/statuses/1593402839573069826;https://twitter.com/BeritaSahamIdx/statuses/1593402839573069826;BeritaSahamIdx;Ini Sektor yang Untung dan Rugi Apabila Terjadi Resesi di 2023 - Page 2 https://t.co/M3ECPTn0iJ;Ini Sektor yang Untung dan Rugi Apabila Terjadi Resesi di 2023 - Page 2 https://t.co/M3ECPTn0iJ;2022-11-17 19:36:55;Twitter for iPhone;0;0;in;;original;;0;0;;0;0;1181787833003995136;https://pbs.twimg.com/profile_images/1318453822948192258/RtKdW5XD_normal.jpg;1775;79;173;2019-10-09 00:26:03;Tweet tentang berita-berita seputar emiten, saham, pasar modal IHSG/IDX/BEI dan yang terkait.;Jakarta;
29;1593402775467016192;https://twitter.com/Sidikpmana/statuses/1593402775467016192;https://twitter.com/Sidikpmana/statuses/1593402775467016192;Sidikpmana;RT @catchmeupid: Sembilan bulan Rusia menyerang Ukraina, kini Rusia dilaporkan telah masuk ke jurang resesi. Produk Domestik Bruto (PDB) Ru…;Sembilan bulan Rusia menyerang Ukraina, kini Rusia dilaporkan telah masuk ke jurang resesi. Produk Domestik Bruto (PDB) Rusia dilaporkan kontraksi alias minus 4% di kuartal III tahun 2022. https://t.co/kb0xk83Q86;2022-11-17 19:36:40;Twitter for iPhone;0;1383;in;;retweet;;0;0;catchmeupid;1162545299614662656;1593096143613100034;1077585740907786240;https://pbs.twimg.com/profile_images/1262645656537030656/ftjrV4W2_normal.jpg;336;159;7;2018-12-25 10:23:55;;;
30;1593402477533011968;https://twitter.com/MusaRudy_Stpl/statuses/1593402477533011968;https://twitter.com/MusaRudy_Stpl/statuses/1593402477533011968;MusaRudy_Stpl;"RT @DM_N4BYL: Jika Bukan kita siapa lagi yang akan mencintai Bangsa ini ____

Masmen BUMN @erickthohir ditanya Majalah The Economist
Hal apa…";"Jika Bukan kita siapa lagi yang akan mencintai Bangsa ini ____

Masmen BUMN @erickthohir ditanya Majalah The Economist
Hal apa yg membuat yakin bahwa Indonesia tdk akan mengalami Resesi ?

Karena :
Indonesia punya Sumber Daya Alam yang banyak &amp; Market yang besar

#BangkitBersamaET https://t.co/MJzBWENO00";2022-11-17 19:35:29;Twitter for Android;0;4;in;;retweet;;0;0;DM_N4BYL;1379546070783430661;1593380679659950081;1266023464663568396;https://pbs.twimg.com/profile_images/1582554194112024577/c2027bnQ_normal.jpg;90188;8896;9975;2020-05-28 11:08:29;Berusaha utk ber Manfaat bagi org Banyak;Medan, Sumatera Utara;
31;1593402371085783041;https://twitter.com/AlanShearer778/statuses/1593402371085783041;https://twitter.com/AlanShearer778/statuses/1593402371085783041;AlanShearer778;"@GaiusJArminius @andyinisial_D @catchmeupid Kan mata uang mereka jadi ""kuat dan berharga secara global""..ngak perlu cetak banyak uang, inflasi rendah dan terhindar dari resesi..semua akan disesuaikan dan diset sesuai dengan nilai gold bahkan nilai tukarnya terhadap mata uang lain akan menguat sesuai nilai gold yg diset..";"@GaiusJArminius @andyinisial_D @catchmeupid Kan mata uang mereka jadi ""kuat dan berharga secara global""..ngak perlu cetak banyak uang, inflasi rendah dan terhindar dari resesi..semua akan disesuaikan dan diset sesuai dengan nilai gold bahkan nilai tukarnya terhadap mata uang lain akan menguat sesuai nilai gold yg diset..";2022-11-17 19:35:03;Twitter for Android;0;0;in;;reply;GaiusJArminius;877422298822713344;1593384048059039744;;0;0;1365195067590283269;https://pbs.twimg.com/profile_images/1535593405367013377/qenbPSDN_normal.jpg;5395;234;38;2021-02-26 02:01:00;fans Chelsea sejati;Denpasar Selatan, Indonesia;
32;1593402318594387968;https://twitter.com/nunaadeirma/statuses/1593402318594387968;https://twitter.com/nunaadeirma/statuses/1593402318594387968;nunaadeirma;RT @bank_indonesia: #SobatRupiah, pertumbuhan ekonomi global melambat disertai tingginya tekanan inflasi, agresifnya kenaikan suku bunga ke…;"#SobatRupiah, pertumbuhan ekonomi global melambat disertai tingginya tekanan inflasi, agresifnya kenaikan suku bunga kebijakan moneter, &amp; ketidakpastian pasar keuangan. Pertumbuhan pd 2023 diprakirakan menurun dari 2022, dgn risiko koreksi lebih rendah &amp; resesi di beberapa negara";2022-11-17 19:34:51;Twitter for iPhone;0;21;in;;retweet;;0;0;bank_indonesia;153667051;1593140232714858497;1410408864114102274;https://pbs.twimg.com/profile_images/1578928812360110080/CYAzuuYs_normal.jpg;799;19;0;2021-06-30 21:24:42;Happy People because Kim Namjoon ______Real Account Since 2015;;
